date,Day,Month,Year,store,sales,promo,holiday
6/6/2022,Monday,Jun,2022,5,247.72,Not Active,Holiday
6/7/2022,Tuesday,Jun,2022,5,251.28,Active,Working Day
6/8/2022,Wednesday,Jun,2022,5,212.99,Not Active,Working Day
6/9/2022,Thursday,Jun,2022,5,241.49,Active,Working Day
6/10/2022,Friday,Jun,2022,5,236.22,Not Active,Holiday
6/11/2022,Saturday,Jun,2022,5,185.65,Not Active,Working Day
6/12/2022,Sunday,Jun,2022,5,209.54,Active,Working Day
6/13/2022,Monday,Jun,2022,5,227.5,Active,Working Day
6/14/2022,Tuesday,Jun,2022,5,251.45,Active,Working Day
6/15/2022,Wednesday,Jun,2022,5,216.58,Not Active,Working Day
6/16/2022,Thursday,Jun,2022,5,238.12,Active,Working Day
6/17/2022,Friday,Jun,2022,5,230.19,Active,Working Day
6/18/2022,Saturday,Jun,2022,5,211.3,Active,Working Day
6/19/2022,Sunday,Jun,2022,5,181.82,Not Active,Working Day
6/20/2022,Monday,Jun,2022,5,196.75,Not Active,Working Day
6/21/2022,Tuesday,Jun,2022,5,248.49,Active,Working Day
6/22/2022,Wednesday,Jun,2022,5,214.07,Not Active,Working Day
6/23/2022,Thursday,Jun,2022,5,208.73,Not Active,Working Day
6/24/2022,Friday,Jun,2022,5,234.33,Not Active,Holiday
6/25/2022,Saturday,Jun,2022,5,188.39,Not Active,Working Day
6/26/2022,Sunday,Jun,2022,5,189.14,Not Active,Working Day
6/27/2022,Monday,Jun,2022,5,197.92,Not Active,Working Day
6/28/2022,Tuesday,Jun,2022,5,253.07,Active,Working Day
6/29/2022,Wednesday,Jun,2022,5,219.59,Not Active,Working Day
6/30/2022,Thursday,Jun,2022,5,204.14,Not Active,Working Day
7/1/2022,Friday,Jul,2022,5,192.15,Not Active,Working Day
7/2/2022,Saturday,Jul,2022,5,189.43,Not Active,Working Day
7/3/2022,Sunday,Jul,2022,5,186.98,Not Active,Working Day
7/4/2022,Monday,Jul,2022,5,201.9,Not Active,Working Day
7/5/2022,Tuesday,Jul,2022,5,225.71,Not Active,Working Day
7/6/2022,Wednesday,Jul,2022,5,244.28,Active,Working Day
7/7/2022,Thursday,Jul,2022,5,204.24,Not Active,Working Day
7/8/2022,Friday,Jul,2022,5,185.28,Not Active,Working Day
7/9/2022,Saturday,Jul,2022,5,184.45,Not Active,Working Day
7/10/2022,Sunday,Jul,2022,5,187.34,Not Active,Working Day
7/11/2022,Monday,Jul,2022,5,209.9,Not Active,Working Day
7/12/2022,Tuesday,Jul,2022,5,249.09,Active,Working Day
7/13/2022,Wednesday,Jul,2022,5,219.77,Not Active,Working Day
7/14/2022,Thursday,Jul,2022,5,211.03,Not Active,Working Day
7/15/2022,Friday,Jul,2022,5,194.3,Not Active,Working Day
7/16/2022,Saturday,Jul,2022,5,174.58,Not Active,Working Day
7/17/2022,Sunday,Jul,2022,5,230.4,Active,Working Day
7/18/2022,Monday,Jul,2022,5,205.14,Not Active,Working Day
7/19/2022,Tuesday,Jul,2022,5,219.28,Not Active,Working Day
7/20/2022,Wednesday,Jul,2022,5,225.21,Not Active,Working Day
7/21/2022,Thursday,Jul,2022,5,214.91,Not Active,Working Day
7/22/2022,Friday,Jul,2022,5,233.36,Not Active,Holiday
7/23/2022,Saturday,Jul,2022,5,180.13,Not Active,Working Day
7/24/2022,Sunday,Jul,2022,5,190.2,Not Active,Working Day
7/25/2022,Monday,Jul,2022,5,204.82,Not Active,Working Day
7/26/2022,Tuesday,Jul,2022,5,214.53,Not Active,Working Day
7/27/2022,Wednesday,Jul,2022,5,229.58,Not Active,Working Day
7/28/2022,Thursday,Jul,2022,5,283.18,Active,Holiday
7/29/2022,Friday,Jul,2022,5,198.06,Not Active,Working Day
7/30/2022,Saturday,Jul,2022,5,220.6,Active,Working Day
7/31/2022,Sunday,Jul,2022,5,217.66,Active,Working Day
8/1/2022,Monday,Aug,2022,5,234.82,Active,Working Day
8/2/2022,Tuesday,Aug,2022,5,222.98,Not Active,Working Day
8/3/2022,Wednesday,Aug,2022,5,219.21,Not Active,Working Day
8/4/2022,Thursday,Aug,2022,5,212.34,Not Active,Working Day
8/5/2022,Friday,Aug,2022,5,195.39,Not Active,Working Day
8/6/2022,Saturday,Aug,2022,5,179.21,Not Active,Working Day
8/7/2022,Sunday,Aug,2022,5,239.49,Not Active,Holiday
8/8/2022,Monday,Aug,2022,5,226.55,Active,Working Day
8/9/2022,Tuesday,Aug,2022,5,212.79,Not Active,Working Day
8/10/2022,Wednesday,Aug,2022,5,229.76,Not Active,Working Day
8/11/2022,Thursday,Aug,2022,5,215.98,Not Active,Working Day
8/12/2022,Friday,Aug,2022,5,229.98,Not Active,Holiday
8/13/2022,Saturday,Aug,2022,5,187.38,Not Active,Working Day
8/14/2022,Sunday,Aug,2022,5,195.59,Not Active,Working Day
8/15/2022,Monday,Aug,2022,5,203.79,Not Active,Working Day
8/16/2022,Tuesday,Aug,2022,5,232.62,Not Active,Working Day
8/17/2022,Wednesday,Aug,2022,5,244.92,Active,Working Day
8/18/2022,Thursday,Aug,2022,5,216.24,Not Active,Working Day
8/19/2022,Friday,Aug,2022,5,231.29,Active,Working Day
8/20/2022,Saturday,Aug,2022,5,189.15,Not Active,Working Day
8/21/2022,Sunday,Aug,2022,5,187.58,Not Active,Working Day
8/22/2022,Monday,Aug,2022,5,202.84,Not Active,Working Day
8/23/2022,Tuesday,Aug,2022,5,222.2,Not Active,Working Day
8/24/2022,Wednesday,Aug,2022,5,227.97,Not Active,Working Day
8/25/2022,Thursday,Aug,2022,5,216.13,Not Active,Working Day
8/26/2022,Friday,Aug,2022,5,201.01,Not Active,Working Day
8/27/2022,Saturday,Aug,2022,5,179.95,Not Active,Working Day
8/28/2022,Sunday,Aug,2022,5,217.81,Active,Working Day
8/29/2022,Monday,Aug,2022,5,239.94,Not Active,Holiday
8/30/2022,Tuesday,Aug,2022,5,218.4,Not Active,Working Day
8/31/2022,Wednesday,Aug,2022,5,229.31,Not Active,Working Day
9/1/2022,Thursday,Sep,2022,5,214.01,Not Active,Working Day
9/2/2022,Friday,Sep,2022,5,249.2,Not Active,Holiday
9/3/2022,Saturday,Sep,2022,5,186.36,Not Active,Working Day
9/4/2022,Sunday,Sep,2022,5,189.6,Not Active,Working Day
9/5/2022,Monday,Sep,2022,5,235.52,Active,Working Day
9/6/2022,Tuesday,Sep,2022,5,217.49,Not Active,Working Day
9/7/2022,Wednesday,Sep,2022,5,224.3,Not Active,Working Day
9/8/2022,Thursday,Sep,2022,5,219.46,Not Active,Working Day
9/9/2022,Friday,Sep,2022,5,197.08,Not Active,Working Day
9/10/2022,Saturday,Sep,2022,5,181.77,Not Active,Working Day
9/11/2022,Sunday,Sep,2022,5,185.03,Not Active,Working Day
9/12/2022,Monday,Sep,2022,5,203.09,Not Active,Working Day
9/13/2022,Tuesday,Sep,2022,5,221.4,Not Active,Working Day
9/14/2022,Wednesday,Sep,2022,5,230.91,Not Active,Working Day
9/15/2022,Thursday,Sep,2022,5,207.46,Not Active,Working Day
9/16/2022,Friday,Sep,2022,5,235.26,Not Active,Holiday
9/17/2022,Saturday,Sep,2022,5,186.81,Not Active,Working Day
9/18/2022,Sunday,Sep,2022,5,180.83,Not Active,Working Day
9/19/2022,Monday,Sep,2022,5,201.52,Not Active,Working Day
9/20/2022,Tuesday,Sep,2022,5,247.98,Active,Working Day
9/21/2022,Wednesday,Sep,2022,5,251.31,Active,Working Day
9/22/2022,Thursday,Sep,2022,5,215.48,Not Active,Working Day
9/23/2022,Friday,Sep,2022,5,196.41,Not Active,Working Day
9/24/2022,Saturday,Sep,2022,5,183.66,Not Active,Working Day
9/25/2022,Sunday,Sep,2022,5,192.49,Not Active,Working Day
9/26/2022,Monday,Sep,2022,5,214.65,Not Active,Working Day
9/27/2022,Tuesday,Sep,2022,5,229.92,Not Active,Working Day
9/28/2022,Wednesday,Sep,2022,5,216.02,Not Active,Working Day
9/29/2022,Thursday,Sep,2022,5,217.75,Not Active,Working Day
9/30/2022,Friday,Sep,2022,5,196.67,Not Active,Working Day
10/1/2022,Saturday,Oct,2022,5,187.57,Not Active,Working Day
10/2/2022,Sunday,Oct,2022,5,188.71,Not Active,Working Day
10/3/2022,Monday,Oct,2022,5,206.98,Not Active,Working Day
10/4/2022,Tuesday,Oct,2022,5,262.83,Not Active,Holiday
10/5/2022,Wednesday,Oct,2022,5,223.09,Not Active,Working Day
10/6/2022,Thursday,Oct,2022,5,210.74,Not Active,Working Day
10/7/2022,Friday,Oct,2022,5,195.67,Not Active,Working Day
10/8/2022,Saturday,Oct,2022,5,188.31,Not Active,Working Day
10/9/2022,Sunday,Oct,2022,5,194.05,Not Active,Working Day
10/10/2022,Monday,Oct,2022,5,211.01,Not Active,Working Day
10/11/2022,Tuesday,Oct,2022,5,219.96,Not Active,Working Day
10/12/2022,Wednesday,Oct,2022,5,227.76,Not Active,Working Day
10/13/2022,Thursday,Oct,2022,5,260.38,Not Active,Holiday
10/14/2022,Friday,Oct,2022,5,204.09,Not Active,Working Day
10/15/2022,Saturday,Oct,2022,5,187.2,Not Active,Working Day
10/16/2022,Sunday,Oct,2022,5,190.3,Not Active,Working Day
10/17/2022,Monday,Oct,2022,5,208.04,Not Active,Working Day
10/18/2022,Tuesday,Oct,2022,5,217.03,Not Active,Working Day
10/19/2022,Wednesday,Oct,2022,5,225.72,Not Active,Working Day
10/20/2022,Thursday,Oct,2022,5,219.64,Not Active,Working Day
10/21/2022,Friday,Oct,2022,5,201.82,Not Active,Working Day
10/22/2022,Saturday,Oct,2022,5,186.49,Not Active,Working Day
10/23/2022,Sunday,Oct,2022,5,192.84,Not Active,Working Day
10/24/2022,Monday,Oct,2022,5,233.32,Active,Working Day
10/25/2022,Tuesday,Oct,2022,5,226.64,Not Active,Working Day
10/26/2022,Wednesday,Oct,2022,5,256.65,Active,Working Day
10/27/2022,Thursday,Oct,2022,5,214.89,Not Active,Working Day
10/28/2022,Friday,Oct,2022,5,197.15,Not Active,Working Day
10/29/2022,Saturday,Oct,2022,5,187.88,Not Active,Working Day
10/30/2022,Sunday,Oct,2022,5,189.86,Not Active,Working Day
10/31/2022,Monday,Oct,2022,5,211.08,Not Active,Working Day
11/1/2022,Tuesday,Nov,2022,5,221.5,Not Active,Working Day
11/2/2022,Wednesday,Nov,2022,5,235.35,Not Active,Working Day
11/3/2022,Thursday,Nov,2022,5,223.94,Not Active,Working Day
11/4/2022,Friday,Nov,2022,5,194.85,Not Active,Working Day
11/5/2022,Saturday,Nov,2022,5,218.89,Active,Working Day
11/6/2022,Sunday,Nov,2022,5,189.2,Not Active,Working Day
11/7/2022,Monday,Nov,2022,5,206.51,Not Active,Working Day
11/8/2022,Tuesday,Nov,2022,5,233.84,Not Active,Working Day
11/9/2022,Wednesday,Nov,2022,5,226.2,Not Active,Working Day
11/10/2022,Thursday,Nov,2022,5,218.77,Not Active,Working Day
11/11/2022,Friday,Nov,2022,5,202.37,Not Active,Working Day
11/12/2022,Saturday,Nov,2022,5,183.89,Not Active,Working Day
11/13/2022,Sunday,Nov,2022,5,228.53,Not Active,Holiday
11/14/2022,Monday,Nov,2022,5,232.46,Active,Working Day
11/15/2022,Tuesday,Nov,2022,5,259.75,Not Active,Holiday
11/16/2022,Wednesday,Nov,2022,5,243.84,Active,Working Day
11/17/2022,Thursday,Nov,2022,5,250.04,Active,Working Day
11/18/2022,Friday,Nov,2022,5,210.28,Not Active,Working Day
11/19/2022,Saturday,Nov,2022,5,229.98,Not Active,Holiday
11/20/2022,Sunday,Nov,2022,5,186.07,Not Active,Working Day
11/21/2022,Monday,Nov,2022,5,205.63,Not Active,Working Day
11/22/2022,Tuesday,Nov,2022,5,222.23,Not Active,Working Day
11/23/2022,Wednesday,Nov,2022,5,223.35,Not Active,Working Day
11/24/2022,Thursday,Nov,2022,5,221.97,Not Active,Working Day
11/25/2022,Friday,Nov,2022,5,204.41,Not Active,Working Day
11/26/2022,Saturday,Nov,2022,5,213.81,Active,Working Day
11/27/2022,Sunday,Nov,2022,5,197.13,Not Active,Working Day
11/28/2022,Monday,Nov,2022,5,216.82,Not Active,Working Day
11/29/2022,Tuesday,Nov,2022,5,264.39,Active,Working Day
11/30/2022,Wednesday,Nov,2022,5,283.11,Not Active,Holiday
12/1/2022,Thursday,Dec,2022,5,213.51,Not Active,Working Day
12/2/2022,Friday,Dec,2022,5,254.83,Not Active,Holiday
12/3/2022,Saturday,Dec,2022,5,188.17,Not Active,Working Day
12/4/2022,Sunday,Dec,2022,5,190.89,Not Active,Working Day
12/5/2022,Monday,Dec,2022,5,241.17,Active,Working Day
12/6/2022,Tuesday,Dec,2022,5,222.32,Not Active,Working Day
12/7/2022,Wednesday,Dec,2022,5,231.13,Not Active,Working Day
12/8/2022,Thursday,Dec,2022,5,211.77,Not Active,Working Day
12/9/2022,Friday,Dec,2022,5,199.87,Not Active,Working Day
12/10/2022,Saturday,Dec,2022,5,226.72,Active,Working Day
12/11/2022,Sunday,Dec,2022,5,223.92,Active,Working Day
12/12/2022,Monday,Dec,2022,5,210.6,Not Active,Working Day
12/13/2022,Tuesday,Dec,2022,5,227.95,Not Active,Working Day
12/14/2022,Wednesday,Dec,2022,5,235.34,Not Active,Working Day
12/15/2022,Thursday,Dec,2022,5,210.44,Not Active,Working Day
12/16/2022,Friday,Dec,2022,5,204.33,Not Active,Working Day
12/17/2022,Saturday,Dec,2022,5,189.3,Not Active,Working Day
12/18/2022,Sunday,Dec,2022,5,225.39,Active,Working Day
12/19/2022,Monday,Dec,2022,5,215.54,Not Active,Working Day
12/20/2022,Tuesday,Dec,2022,5,249.96,Active,Working Day
12/21/2022,Wednesday,Dec,2022,5,224.77,Not Active,Working Day
12/22/2022,Thursday,Dec,2022,5,209.39,Not Active,Working Day
12/23/2022,Friday,Dec,2022,5,229.02,Active,Working Day
12/24/2022,Saturday,Dec,2022,5,197.64,Not Active,Working Day
12/25/2022,Sunday,Dec,2022,5,224.3,Active,Working Day
12/26/2022,Monday,Dec,2022,5,203.89,Not Active,Working Day
12/27/2022,Tuesday,Dec,2022,5,223.85,Not Active,Working Day
12/28/2022,Wednesday,Dec,2022,5,252.75,Active,Working Day
12/29/2022,Thursday,Dec,2022,5,213.79,Not Active,Working Day
12/30/2022,Friday,Dec,2022,5,274.06,Active,Holiday
12/31/2022,Saturday,Dec,2022,5,215.47,Active,Working Day
1/1/2023,Sunday,Jan,2023,5,200.82,Not Active,Working Day
1/2/2023,Monday,Jan,2023,5,210.58,Not Active,Working Day
1/3/2023,Tuesday,Jan,2023,5,227.05,Not Active,Working Day
1/4/2023,Wednesday,Jan,2023,5,229.15,Not Active,Working Day
1/5/2023,Thursday,Jan,2023,5,223.63,Not Active,Working Day
1/6/2023,Friday,Jan,2023,5,206.38,Not Active,Working Day
1/7/2023,Saturday,Jan,2023,5,193.37,Not Active,Working Day
1/8/2023,Sunday,Jan,2023,5,198.43,Not Active,Working Day
1/9/2023,Monday,Jan,2023,5,210.23,Not Active,Working Day
1/10/2023,Tuesday,Jan,2023,5,259.69,Active,Working Day
1/11/2023,Wednesday,Jan,2023,5,229.2,Not Active,Working Day
1/12/2023,Thursday,Jan,2023,5,250.13,Active,Working Day
1/13/2023,Friday,Jan,2023,5,201.44,Not Active,Working Day
1/14/2023,Saturday,Jan,2023,5,189.75,Not Active,Working Day
1/15/2023,Sunday,Jan,2023,5,192.51,Not Active,Working Day
1/16/2023,Monday,Jan,2023,5,213.98,Not Active,Working Day
1/17/2023,Tuesday,Jan,2023,5,263.88,Active,Working Day
1/18/2023,Wednesday,Jan,2023,5,237.09,Not Active,Working Day
1/19/2023,Thursday,Jan,2023,5,214.18,Not Active,Working Day
1/20/2023,Friday,Jan,2023,5,209.61,Not Active,Working Day
1/21/2023,Saturday,Jan,2023,5,190.8,Not Active,Working Day
1/22/2023,Sunday,Jan,2023,5,199.31,Not Active,Working Day
1/23/2023,Monday,Jan,2023,5,207.46,Not Active,Working Day
1/24/2023,Tuesday,Jan,2023,5,268.39,Not Active,Holiday
1/25/2023,Wednesday,Jan,2023,5,233.16,Not Active,Working Day
1/26/2023,Thursday,Jan,2023,5,243.39,Active,Working Day
1/27/2023,Friday,Jan,2023,5,206.55,Not Active,Working Day
1/28/2023,Saturday,Jan,2023,5,199.47,Not Active,Working Day
1/29/2023,Sunday,Jan,2023,5,195.78,Not Active,Working Day
1/30/2023,Monday,Jan,2023,5,219.14,Not Active,Working Day
1/31/2023,Tuesday,Jan,2023,5,257.08,Active,Working Day
2/1/2023,Wednesday,Feb,2023,5,276.19,Not Active,Holiday
2/2/2023,Thursday,Feb,2023,5,210.07,Not Active,Working Day
2/3/2023,Friday,Feb,2023,5,215.96,Not Active,Working Day
2/4/2023,Saturday,Feb,2023,5,240.57,Not Active,Holiday
2/5/2023,Sunday,Feb,2023,5,195.58,Not Active,Working Day
2/6/2023,Monday,Feb,2023,5,202.83,Not Active,Working Day
2/7/2023,Tuesday,Feb,2023,5,229.82,Not Active,Working Day
2/8/2023,Wednesday,Feb,2023,5,225.07,Not Active,Working Day
2/9/2023,Thursday,Feb,2023,5,293.74,Active,Holiday
2/10/2023,Friday,Feb,2023,5,206.27,Not Active,Working Day
2/11/2023,Saturday,Feb,2023,5,218.73,Active,Working Day
2/12/2023,Sunday,Feb,2023,5,202.96,Not Active,Working Day
2/13/2023,Monday,Feb,2023,5,247.07,Active,Working Day
2/14/2023,Tuesday,Feb,2023,5,233.61,Not Active,Working Day
2/15/2023,Wednesday,Feb,2023,5,232.68,Not Active,Working Day
2/16/2023,Thursday,Feb,2023,5,214.79,Not Active,Working Day
2/17/2023,Friday,Feb,2023,5,209.45,Not Active,Working Day
2/18/2023,Saturday,Feb,2023,5,192.44,Not Active,Working Day
2/19/2023,Sunday,Feb,2023,5,190.75,Not Active,Working Day
2/20/2023,Monday,Feb,2023,5,220.15,Not Active,Working Day
2/21/2023,Tuesday,Feb,2023,5,279.57,Not Active,Holiday
2/22/2023,Wednesday,Feb,2023,5,272.78,Not Active,Holiday
2/23/2023,Thursday,Feb,2023,5,233.01,Not Active,Working Day
2/24/2023,Friday,Feb,2023,5,205.37,Not Active,Working Day
2/25/2023,Saturday,Feb,2023,5,192.24,Not Active,Working Day
2/26/2023,Sunday,Feb,2023,5,194.9,Not Active,Working Day
2/27/2023,Monday,Feb,2023,5,221.92,Not Active,Working Day
2/28/2023,Tuesday,Feb,2023,5,225.53,Not Active,Working Day
3/1/2023,Wednesday,Mar,2023,5,267.01,Active,Working Day
3/2/2023,Thursday,Mar,2023,5,219.77,Not Active,Working Day
3/3/2023,Friday,Mar,2023,5,242.96,Not Active,Holiday
3/4/2023,Saturday,Mar,2023,5,199.64,Not Active,Working Day
3/5/2023,Sunday,Mar,2023,5,196.5,Not Active,Working Day
3/6/2023,Monday,Mar,2023,5,242.07,Active,Working Day
3/7/2023,Tuesday,Mar,2023,5,265.44,Active,Working Day
3/8/2023,Wednesday,Mar,2023,5,241.67,Not Active,Working Day
3/9/2023,Thursday,Mar,2023,5,226.14,Not Active,Working Day
3/10/2023,Friday,Mar,2023,5,202.34,Not Active,Working Day
3/11/2023,Saturday,Mar,2023,5,192.29,Not Active,Working Day
3/12/2023,Sunday,Mar,2023,5,199.15,Not Active,Working Day
3/13/2023,Monday,Mar,2023,5,216.04,Not Active,Working Day
3/14/2023,Tuesday,Mar,2023,5,225.19,Not Active,Working Day
3/15/2023,Wednesday,Mar,2023,5,237.65,Not Active,Working Day
3/16/2023,Thursday,Mar,2023,5,223.69,Not Active,Working Day
3/17/2023,Friday,Mar,2023,5,197.38,Not Active,Working Day
3/18/2023,Saturday,Mar,2023,5,190.55,Not Active,Working Day
3/19/2023,Sunday,Mar,2023,5,266.58,Active,Holiday
3/20/2023,Monday,Mar,2023,5,254.43,Not Active,Holiday
3/21/2023,Tuesday,Mar,2023,5,239.92,Not Active,Working Day
3/22/2023,Wednesday,Mar,2023,5,265.58,Active,Working Day
3/23/2023,Thursday,Mar,2023,5,249.41,Active,Working Day
3/24/2023,Friday,Mar,2023,5,247.41,Not Active,Holiday
3/25/2023,Saturday,Mar,2023,5,193.78,Not Active,Working Day
3/26/2023,Sunday,Mar,2023,5,201.08,Not Active,Working Day
3/27/2023,Monday,Mar,2023,5,218.04,Not Active,Working Day
3/28/2023,Tuesday,Mar,2023,5,236.87,Not Active,Working Day
3/29/2023,Wednesday,Mar,2023,5,264.62,Active,Working Day
3/30/2023,Thursday,Mar,2023,5,232.16,Not Active,Working Day
3/31/2023,Friday,Mar,2023,5,211.2,Not Active,Working Day
4/1/2023,Saturday,Apr,2023,5,192.35,Not Active,Working Day
4/2/2023,Sunday,Apr,2023,5,210.85,Not Active,Working Day
4/3/2023,Monday,Apr,2023,5,217.12,Not Active,Working Day
4/4/2023,Tuesday,Apr,2023,5,227,Not Active,Working Day
4/5/2023,Wednesday,Apr,2023,5,283.35,Not Active,Holiday
4/6/2023,Thursday,Apr,2023,5,234.71,Not Active,Working Day
4/7/2023,Friday,Apr,2023,5,206.85,Not Active,Working Day
4/8/2023,Saturday,Apr,2023,5,193.72,Not Active,Working Day
4/9/2023,Sunday,Apr,2023,5,229.29,Active,Working Day
4/10/2023,Monday,Apr,2023,5,219.41,Not Active,Working Day
4/11/2023,Tuesday,Apr,2023,5,267.92,Active,Working Day
4/12/2023,Wednesday,Apr,2023,5,238.29,Not Active,Working Day
4/13/2023,Thursday,Apr,2023,5,225.18,Not Active,Working Day
4/14/2023,Friday,Apr,2023,5,214.85,Not Active,Working Day
4/15/2023,Saturday,Apr,2023,5,195.03,Not Active,Working Day
4/16/2023,Sunday,Apr,2023,5,275.66,Active,Holiday
4/17/2023,Monday,Apr,2023,5,244.75,Active,Working Day
4/18/2023,Tuesday,Apr,2023,5,234.03,Not Active,Working Day
4/19/2023,Wednesday,Apr,2023,5,235.22,Not Active,Working Day
4/20/2023,Thursday,Apr,2023,5,224.74,Not Active,Working Day
4/21/2023,Friday,Apr,2023,5,235.82,Active,Working Day
4/22/2023,Saturday,Apr,2023,5,203.67,Not Active,Working Day
4/23/2023,Sunday,Apr,2023,5,197.19,Not Active,Working Day
4/24/2023,Monday,Apr,2023,5,212.84,Not Active,Working Day
4/25/2023,Tuesday,Apr,2023,5,282.83,Not Active,Holiday
4/26/2023,Wednesday,Apr,2023,5,271.03,Active,Working Day
4/27/2023,Thursday,Apr,2023,5,213.44,Not Active,Working Day
4/28/2023,Friday,Apr,2023,5,205.24,Not Active,Working Day
4/29/2023,Saturday,Apr,2023,5,228.23,Not Active,Holiday
4/30/2023,Sunday,Apr,2023,5,236.45,Not Active,Holiday
5/1/2023,Monday,May,2023,5,201.2,Not Active,Working Day
5/2/2023,Tuesday,May,2023,5,231.89,Not Active,Working Day
5/3/2023,Wednesday,May,2023,5,260.78,Active,Working Day
5/4/2023,Thursday,May,2023,5,226.02,Not Active,Working Day
5/5/2023,Friday,May,2023,5,200.29,Not Active,Working Day
5/6/2023,Saturday,May,2023,5,198.06,Not Active,Working Day
5/7/2023,Sunday,May,2023,5,199.48,Not Active,Working Day
5/8/2023,Monday,May,2023,5,294.75,Active,Holiday
5/9/2023,Tuesday,May,2023,5,279.98,Not Active,Holiday
5/10/2023,Wednesday,May,2023,5,240.76,Not Active,Working Day
5/11/2023,Thursday,May,2023,5,224.43,Not Active,Working Day
5/12/2023,Friday,May,2023,5,218.69,Not Active,Working Day
5/13/2023,Saturday,May,2023,5,190.23,Not Active,Working Day
5/14/2023,Sunday,May,2023,5,224.88,Active,Working Day
5/15/2023,Monday,May,2023,5,217.17,Not Active,Working Day
5/16/2023,Tuesday,May,2023,5,244.55,Not Active,Working Day
5/17/2023,Wednesday,May,2023,5,236.18,Not Active,Working Day
5/18/2023,Thursday,May,2023,5,225.5,Not Active,Working Day
5/19/2023,Friday,May,2023,5,201.9,Not Active,Working Day
5/20/2023,Saturday,May,2023,5,233.07,Active,Working Day
5/21/2023,Sunday,May,2023,5,207.02,Not Active,Working Day
5/22/2023,Monday,May,2023,5,221.88,Not Active,Working Day
5/23/2023,Tuesday,May,2023,5,230.48,Not Active,Working Day
5/24/2023,Wednesday,May,2023,5,264,Active,Working Day
5/25/2023,Thursday,May,2023,5,220.3,Not Active,Working Day
5/26/2023,Friday,May,2023,5,239.88,Active,Working Day
5/27/2023,Saturday,May,2023,5,193.29,Not Active,Working Day
5/28/2023,Sunday,May,2023,5,226.72,Active,Working Day
5/29/2023,Monday,May,2023,5,216.17,Not Active,Working Day
5/30/2023,Tuesday,May,2023,5,231.53,Not Active,Working Day
5/31/2023,Wednesday,May,2023,5,235.2,Not Active,Working Day
6/1/2023,Thursday,Jun,2023,5,229.45,Not Active,Working Day
6/2/2023,Friday,Jun,2023,5,210.21,Not Active,Working Day
6/3/2023,Saturday,Jun,2023,5,197.6,Not Active,Working Day
6/4/2023,Sunday,Jun,2023,5,203.87,Not Active,Working Day
6/5/2023,Monday,Jun,2023,5,213.68,Not Active,Working Day
6/6/2023,Tuesday,Jun,2023,5,264.85,Active,Working Day
6/7/2023,Wednesday,Jun,2023,5,238.99,Not Active,Working Day
6/8/2023,Thursday,Jun,2023,5,249.95,Active,Working Day
6/9/2023,Friday,Jun,2023,5,215.14,Not Active,Working Day
6/10/2023,Saturday,Jun,2023,5,194.98,Not Active,Working Day
6/11/2023,Sunday,Jun,2023,5,203.75,Not Active,Working Day
6/12/2023,Monday,Jun,2023,5,224.81,Not Active,Working Day
6/13/2023,Tuesday,Jun,2023,5,269.3,Active,Working Day
6/14/2023,Wednesday,Jun,2023,5,278.76,Not Active,Holiday
6/15/2023,Thursday,Jun,2023,5,256,Active,Working Day
6/16/2023,Friday,Jun,2023,5,245.25,Active,Working Day
6/17/2023,Saturday,Jun,2023,5,203.11,Not Active,Working Day
6/18/2023,Sunday,Jun,2023,5,230.56,Active,Working Day
6/19/2023,Monday,Jun,2023,5,215.36,Not Active,Working Day
6/20/2023,Tuesday,Jun,2023,5,254.66,Active,Working Day
6/21/2023,Wednesday,Jun,2023,5,239.71,Not Active,Working Day
6/22/2023,Thursday,Jun,2023,5,227.75,Not Active,Working Day
6/23/2023,Friday,Jun,2023,5,246.54,Active,Working Day
6/24/2023,Saturday,Jun,2023,5,201.89,Not Active,Working Day
6/25/2023,Sunday,Jun,2023,5,210.67,Not Active,Working Day
6/26/2023,Monday,Jun,2023,5,216.2,Not Active,Working Day
6/27/2023,Tuesday,Jun,2023,5,241.07,Not Active,Working Day
6/28/2023,Wednesday,Jun,2023,5,236.64,Not Active,Working Day
6/29/2023,Thursday,Jun,2023,5,302.41,Active,Holiday
6/30/2023,Friday,Jun,2023,5,203.92,Not Active,Working Day
7/1/2023,Saturday,Jul,2023,5,201.62,Not Active,Working Day
7/2/2023,Sunday,Jul,2023,5,194.43,Not Active,Working Day
7/3/2023,Monday,Jul,2023,5,218.7,Not Active,Working Day
7/4/2023,Tuesday,Jul,2023,5,237.93,Not Active,Working Day
7/5/2023,Wednesday,Jul,2023,5,237.03,Not Active,Working Day
7/6/2023,Thursday,Jul,2023,5,253.61,Active,Working Day
7/7/2023,Friday,Jul,2023,5,215.79,Not Active,Working Day
7/8/2023,Saturday,Jul,2023,5,200.27,Not Active,Working Day
7/9/2023,Sunday,Jul,2023,5,232.25,Active,Working Day
7/10/2023,Monday,Jul,2023,5,220.6,Not Active,Working Day
7/11/2023,Tuesday,Jul,2023,5,249.26,Not Active,Working Day
7/12/2023,Wednesday,Jul,2023,5,245.76,Not Active,Working Day
7/13/2023,Thursday,Jul,2023,5,265.03,Active,Working Day
7/14/2023,Friday,Jul,2023,5,214.09,Not Active,Working Day
7/15/2023,Saturday,Jul,2023,5,241.97,Not Active,Holiday
